Date,Open,High,Low,Close,Volume
2019-01-14,6272.39990234375,6274.2998046875,6233.9501953125,6256.64990234375,0
2019-01-15,6271.35009765625,6298.2998046875,6270.14990234375,6290.5,0
2019-01-16,6294.5498046875,6325.14990234375,6270.64990234375,6280.0,0
2019-01-17,6290.5498046875,6304.4501953125,6243.89990234375,6264.4501953125,0
2019-01-18,6279.85009765625,6280.35009765625,6227.2998046875,6233.0498046875,0
2019-01-21,6241.25,6248.14990234375,6180.9501953125,6190.14990234375,0
2019-01-22,6180.85009765625,6185.5498046875,6131.85009765625,6182.35009765625,0
2019-01-23,6188.10009765625,6209.9501953125,6162.2998046875,6168.0,0
2019-01-24,6176.4501953125,6182.4501953125,6137.7998046875,6150.0498046875,0
2019-01-25,6165.4501953125,6181.10009765625,6054.64990234375,6068.60009765625,0
2019-01-28,6061.0498046875,6061.9501953125,5941.2001953125,5966.5,0
2019-01-29,5949.9501953125,5998.10009765625,5932.14990234375,5979.25,0
2019-01-30,5998.0,6018.64990234375,5964.7998046875,6013.14990234375,0
2019-01-31,6031.2001953125,6052.0498046875,5991.9501953125,6044.64990234375,0
2019-02-01,6068.39990234375,6121.5498046875,6028.89990234375,6076.0498046875,0
2019-02-04,6072.2998046875,6072.2998046875,5999.0,6035.7998046875,0
2019-02-05,6035.64990234375,6059.5,5971.60009765625,5990.9501953125,0
2019-02-06,5993.75,6005.9501953125,5934.4501953125,5996.5498046875,0
2019-02-07,5998.25,6058.0,5995.75,6037.14990234375,0
2019-02-08,6021.7001953125,6036.75,5960.89990234375,5967.39990234375,0
2019-02-11,5961.10009765625,5961.7001953125,5868.25,5875.35009765625,0
2019-02-12,5874.0498046875,5897.7001953125,5854.7998046875,5865.7001953125,0
2019-02-14,5843.2998046875,5877.89990234375,5814.5498046875,5872.7001953125,0
2019-02-15,5871.9501953125,5872.60009765625,5788.60009765625,5824.5498046875,0
2019-02-18,5824.10009765625,5830.9501953125,5755.35009765625,5762.9501953125,0
2019-02-19,5767.25,5826.25,5766.14990234375,5790.5,0
2019-02-20,5813.5498046875,5847.60009765625,5802.85009765625,5841.25,0
2019-02-21,5858.2001953125,5899.85009765625,5840.25,5895.2001953125,0
2019-02-22,5895.89990234375,5925.7998046875,5892.75,5922.60009765625,0
2019-02-25,5941.39990234375,5949.85009765625,5928.64990234375,5944.75,0
2019-02-26,5888.4501953125,5953.4501953125,5823.7998046875,5939.2998046875,0
2019-02-27,5970.35009765625,6027.2001953125,5914.5,5962.7998046875,0
2019-02-28,5986.10009765625,6001.7001953125,5950.9501953125,5993.0,0
2019-03-01,6014.85009765625,6071.14990234375,6013.14990234375,6068.85009765625,0
2019-03-05,6078.39990234375,6195.4501953125,6076.10009765625,6193.2001953125,0
2019-03-06,6225.9501953125,6257.7998046875,6206.0498046875,6219.89990234375,0
2019-03-07,6237.75,6245.2998046875,6197.2998046875,6204.0,0
2019-03-08,6202.60009765625,6217.2001953125,6171.9501953125,6197.5498046875,0
2019-03-11,6217.75,6320.64990234375,6217.5,6317.7998046875,0
2019-03-12,6353.7998046875,6391.4501953125,6341.39990234375,6354.0,0
2019-03-13,6365.2001953125,6369.35009765625,6317.25,6324.2998046875,0
2019-03-14,6344.10009765625,6356.39990234375,6304.39990234375,6324.60009765625,0
2019-03-15,6344.89990234375,6372.10009765625,6339.60009765625,6364.85009765625,0
2019-03-18,6386.35009765625,6397.14990234375,6329.14990234375,6343.75,0
2019-03-19,6372.2001953125,6391.85009765625,6349.85009765625,6378.4501953125,0
2019-03-20,6388.75,6389.85009765625,6343.64990234375,6353.5,0
2019-03-22,6359.0,6383.2001953125,6320.2001953125,6327.0498046875,0
2019-03-25,6286.0498046875,6296.7001953125,6252.25,6276.5,0
2019-03-26,6295.9501953125,6341.25,6290.2001953125,6336.89990234375,0
2019-03-27,6360.9501953125,6394.10009765625,6351.4501953125,6371.85009765625,0
2019-03-28,6387.25,6462.60009765625,6381.2001953125,6442.9501953125,0
2019-04-01,6530.0498046875,6563.4501953125,6511.2998046875,6522.5498046875,0
2019-04-02,6541.7998046875,6546.64990234375,6497.39990234375,6525.2001953125,0
2019-04-03,6543.25,6567.10009765625,6453.60009765625,6462.75,0
2019-04-04,6472.35009765625,6480.7998046875,6424.5,6453.60009765625,0
2019-04-05,6470.75,6502.89990234375,6467.7001953125,6497.89990234375,0
2019-04-08,6519.64990234375,6520.85009765625,6429.39990234375,6451.89990234375,0
2019-04-09,6457.0,6462.25,6399.7001953125,6457.5498046875,0
2019-04-10,6453.10009765625,6478.60009765625,6437.4501953125,6445.9501953125,0
2019-04-11,6449.85009765625,6462.7001953125,6419.4501953125,6448.64990234375,0
2019-04-12,6454.0498046875,6477.2001953125,6447.9501953125,6472.75,0
2019-04-15,6493.4501953125,6514.60009765625,6485.2998046875,6505.2001953125,0
2019-04-16,6520.25,6529.4501953125,6508.5,6513.10009765625,0
2019-04-18,6526.25,6530.0498046875,6441.2001953125,6458.25,0
2019-04-22,6443.75,6443.7998046875,6353.2001953125,6360.35009765625,0
2019-04-23,6367.0,6394.39990234375,6341.9501953125,6367.2001953125,0
2019-04-24,6382.7998046875,6392.39990234375,6351.35009765625,6384.2998046875,0
2019-04-25,6395.64990234375,6417.75,6354.2998046875,6360.14990234375,0
2019-04-26,6377.0498046875,6380.39990234375,6318.39990234375,6342.75,0
2019-04-30,6340.39990234375,6341.64990234375,6243.7001953125,6292.39990234375,0
2019-05-02,6279.39990234375,6305.7998046875,6246.25,6256.85009765625,0
2019-05-03,6260.5498046875,6286.14990234375,6230.0498046875,6254.5,0
2019-05-06,6217.4501953125,6237.75,6197.75,6209.4501953125,0
2019-05-07,6234.25,6241.0,6142.0,6148.85009765625,0
2019-05-08,6129.0,6140.5,6082.25,6093.7001953125,0
2019-05-09,6083.64990234375,6095.60009765625,6047.60009765625,6080.39990234375,0
2019-05-10,6086.35009765625,6117.85009765625,6079.60009765625,6102.5498046875,0
2019-05-13,6091.5498046875,6094.4501953125,5977.7001953125,5984.7998046875,0
2019-05-14,5972.14990234375,6021.25,5920.0,6007.9501953125,0
2019-05-15,6022.0498046875,6040.14990234375,5964.7998046875,5975.85009765625,0
2019-05-16,5984.2998046875,5999.10009765625,5947.2001953125,5991.5,0
2019-05-17,5994.85009765625,6055.4501953125,5986.5,6049.5498046875,0
2019-05-20,6195.5,6276.0498046875,6162.60009765625,6270.39990234375,0
2019-05-21,6286.2001953125,6289.14990234375,6194.25,6210.14990234375,0
2019-05-22,6219.60009765625,6224.7998046875,6158.0498046875,6212.39990234375,0
2019-05-23,6295.39990234375,6345.25,6190.0,6205.39990234375,0
2019-05-24,6234.89990234375,6330.7001953125,6211.10009765625,6323.25,0
2019-05-27,6343.35009765625,6427.4501953125,6332.64990234375,6425.60009765625,0
2019-05-28,6445.89990234375,6452.75,6414.2001953125,6439.64990234375,0
2019-05-29,6432.75,6435.39990234375,6384.4501953125,6400.14990234375,0
2019-05-30,6407.5498046875,6443.64990234375,6396.7998046875,6438.25,0
2019-05-31,6455.85009765625,6482.60009765625,6402.60009765625,6442.2001953125,0
2019-06-03,6446.64990234375,6500.2998046875,6419.10009765625,6495.0498046875,0
2019-06-04,6487.14990234375,6535.7001953125,6480.5,6488.7998046875,0
2019-06-06,6487.5,6487.5,6385.14990234375,6393.0,0
2019-06-07,6394.5,6420.5,6331.7001953125,6383.9501953125,0
2019-06-10,6410.5,6431.0,6360.35009765625,6391.60009765625,0
2019-06-11,6403.7998046875,6434.7001953125,6368.2001953125,6429.2998046875,0
2019-06-12,6424.64990234375,6427.0498046875,6372.75,6376.5498046875,0
2019-06-13,6363.0498046875,6372.35009765625,6302.64990234375,6358.7998046875,0
2019-06-14,6353.0498046875,6363.5498046875,6290.7001953125,6306.35009765625,0
2019-06-17,6309.0498046875,6310.14990234375,6225.7001953125,6231.10009765625,0
2019-06-18,6233.64990234375,6264.10009765625,6203.7001953125,6223.5,0
2019-06-19,6246.60009765625,6270.4501953125,6142.14990234375,6166.85009765625,0
2019-06-20,6165.85009765625,6259.7998046875,6128.2001953125,6250.5498046875,0
2019-06-21,6250.2998046875,6261.7998046875,6211.5498046875,6252.64990234375,0
2019-06-24,6254.85009765625,6260.0,6226.64990234375,6236.25,0
